paper_i,paper_j 
0209257,0205315
0209257,9903224
0209257,0005276
0209257,0011217
0209257,0112178
0209255,9808141
0209255,9911116
0209255,9402113
0209255,0208028
0209255,9811237
0209255,0207156
0209255,0208142
0209255,0207119
0209255,0102085
0209255,0204144
0209255,0105024
0209255,0204084
0209255,0208094
0209255,0106027
0209255,9904207
0209255,0205121
0209255,0205098
0209255,0208196
0209255,0111208
0209255,0204204
0209255,0204203
0209255,0201095
0209255,0205179
0209255,0005029
0209255,0112169
0209255,0208019
0209255,0203211
0209255,0206212
0209255,0208023
0209255,9905006
0209255,0202045
0209255,0209122
0209255,0207004
0209255,0205003
0209255,9201041
0209255,0207105
0209255,9912249
0209255,0207107
0209255,9805019
0209255,0205085
0209255,9603086
0209255,0201054
0209255,0204143
0209255,0109182
0209255,0204071
0209255,9912275
0209255,9311092
0209255,9812031
0303209,0007157
0303209,0202118
0303209,0010167
0303209,9902149
0303209,0003280
0303209,0103233
0303209,9512062
0303209,9803209
0303209,9910053
0303209,0010104
0303207,0211271
0303207,0211254
0303207,0008142
0303207,0212025
0303207,0211234
0303207,0205297
0303207,0212083
0303207,0210183
0303207,0212274
0303207,0211170
0303207,0211075
0303207,9509066
0303207,0301217
0303207,0211189
0303207,0103067
0303207,0303065
0303207,0206255
0303207,0212225
0303207,0211202
0303207,0207106
0303207,0212095
0303207,0211009
0303207,0211287
0303207,9609041
0303207,9811131
0303207,9604199
0303207,0208048
0303202,0210114
0303202,9711200
0303202,0106200
0303202,9802150
0303202,9611024
0303202,0205131
0303202,9910096
0303202,0106149
0210229,0202111
0210229,0202179
0210229,0208029
0210229,0206247
0210229,0208081
0210229,0204089
0210229,0203028
0210229,0205134
0210229,0204004
0210229,0207037
0210229,9703030
0210229,9711200
0210229,0203257
0210229,9807137
0210229,9907006
0210229,9802042
0210229,0204025
0210229,0202021
0210229,0203231
0210229,0202109
0210229,0106255
0210229,0206033
0210229,0204054
0210229,9704041
0210229,0209043
0210229,0206010
0210229,0209004
0210229,9505052
0210229,0209145
0210229,0204234
0210229,0203249
0210225,9202011
0210225,9506064
0210225,0001185
9810072,9704127
9810072,9703217
9810072,9711097
9810072,9710178
9810072,9709220
9810072,9801182
9810072,9703030
9810072,9710231
9810072,9704089
9810072,9803067
9810072,9703016
9810072,9803166
9810072,9803044
9810072,9802068
9810072,9709054
9810072,9712072
9810070,9207070
9810070,9406021
9810070,9402085
9810070,9412184
9810070,9311098
9810070,9212153
9810075,9709099
9810075,9711078
9810075,9712077
9810075,9709220
9810075,9712159
9810075,9712185
9810075,9805018
9810075,9711200
9810075,9810021
9810075,9802173
9810075,9608024
9810075,9705053
9810075,9709087
0211174,9402038
0211174,9206034
0211174,9912196
0211174,0008208
0211174,9706203
0211174,9202020
0211170,9905111
0211170,0210238
0211170,0103067
0211170,0210148
0211170,0210281
0211170,0206255
0211170,0211100
0211170,0208048
0211170,0211123
0211170,9402044
0211170,0210135
0211170,9509066
0211170,0207106
0211178,0202111
0211178,0208029
0211178,0202118
0211178,0207037
0211178,9610148
0211178,0203229
0211178,0206204
0211178,0205303
0211178,0205302
0211178,9711200
0211178,0204226
0211178,0204026
0211178,0204025
0211178,0210158
0211178,0209225
0211178,0202109
0211178,0206195
0211178,0210153
0211178,9612080
0211178,9810195
0211178,0205048
0211178,0111106
0211178,0205314
0211178,0203186
0211178,0209145
0211178,0205311
0211178,0205213
0211178,9705040
0211178,0204033
0211178,0209251
0211178,0203164
0211178,0208081
0211178,0206103
0211178,0203028
0211178,0205134
0211178,0202186
0211178,0204004
0211178,0206062
0211178,0206065
0211178,0204002
0211178,0210246
0211178,0207190
0211178,9907200
0211178,0209081
0211178,0210035
0211178,0206045
0211178,0205020
0211178,0209160
0211178,0205279
0211178,0209004
0211178,0209002
0211178,0206070
0211178,0203140
0211178,0208148
0211178,0206248
0211178,0206005
0211178,0204146
0211178,0205015
0211178,9812062
0211178,0206166
0211178,0206167
0211178,9806095
0211178,0204051
0211178,0205266
0211178,9809076
0211178,0112044
0211178,9803209
0211178,0010104
0211178,0202021
0211178,0208178
0211178,0205291
0211178,0203093
0211178,0205296
0211178,0208114
0211178,0204174
0211178,9906013
0211178,0205218
0211178,0206010
0211178,0205089
0211178,0202157
0211178,0208066
0211178,0202153
0211178,0010116
0211178,0206090
0211178,0203082
0211178,0207067
0211178,9810024
0211178,0209054
0211178,0208209
0211178,0209219
0211178,0206221
0211178,0209116
0211178,0205321
0211178,0205200
0211178,0204054
0211178,0203255
0211178,0203257
0211178,0208074
0211178,0203018
0211178,0209011
0211178,0203231
0211178,9810136
0211178,0209043
0211178,0205106
0211178,9912076
0211178,0209201
0211178,0203249
0211178,0205066
0211178,0205067
0211178,0208163
0211178,0203248
0211178,0007157
0211178,0205185
0211178,0208042
0003007,0002171
0003007,9903107
0003007,0002084
0003007,0002186
0003007,0002067
0003007,0002158
0003007,9909085
0003007,9908142
0003007,9802150
0003007,9804058
0003007,9911169
0003007,9912167
0003007,9912140
9910170,9904207
9910170,9901146
9910170,9906200
9910170,9711124
9910170,9612181
9910170,9704151
9910170,9907131
9910170,9606139
9910170,9609017
9910170,9712186
9910170,9807087
9910170,9906242
9910172,9710206
9910172,9906200
9910172,9304026
9910172,9712186
9910172,9902120
9910172,9810188
9910172,9609017
9910172,9301042
9910172,9906242
9910174,9905037
9910174,9909199
9910174,9909058
9910174,9906206
9910174,9910081
9910174,9711200
9910174,9906048
9910174,9608019
9910174,9809032
9910174,9806199
9910174,9811120
9910174,9810155
9910174,9603133
9910174,9805157
9910174,9909041
9910174,9812093
9910174,9905210
9910174,9808017
9910174,9808016
9910174,9809147
9910174,0208020
9910174,9902055
9910179,9801081
9910179,9609204
9910179,9603061
9910179,9711067
9910179,9603090
9910179,9601029
9910179,9610105
9910179,9906094
9910179,9711053
9910179,9807087
9910179,9807056
9911222,9905111
9911222,9811047
9911222,9901128
9911222,9903196
9911222,9812067
9911222,9811152
9911222,9711200
9911222,9910011
9911222,9903094
9911222,9303160
9911222,9802150
9911222,9908171
9911222,9807033
9911222,9910150
9911222,9902047
9911222,9910016
9911222,9905020
9911222,9907108
9911222,9906030
9911222,9807150
9911222,9807098
9911222,9906099
9911222,9811257
9911222,9807097
9911222,9906151
9911222,9908163
9911222,9908160
9911222,9906188
9911222,9907088
9911222,9810226
9911222,9902052
9911222,9903124
9911222,9908020
9911221,9811031
9911221,9709099
9911221,9705120
9911221,9908105
9911221,9806095
9911221,9801182
9911221,9811232
9911221,9907107
9911221,9709087
9911221,9903230
9911221,9711200
9701055,9610156
9701055,9510129
9701055,9603073
9701055,9608060
9701055,9602174
9701055,9510183
9701055,9609145
9701055,9609041
9701055,9609116
9701054,9603126
9701054,9205027
9701054,9410167
9701054,9612202
9701054,9608099
9701054,9208029
9701054,9601029
9701054,9604052
9701054,9607201
9701054,9211121
9701054,9512043
9701054,9612105
9701054,9605032
9701054,9611014
9701053,9612095
9701053,9608099
9701053,9604035
9701053,9610105
9701053,9512059
9701053,9508094
9701053,9611140
9701053,9609056
9701053,9611047
9701053,9512031
9701053,9510182
9701053,9604189
9701053,9606033
9701053,9610157
9701053,9607026
9701053,9605216
9701053,9604166
9701053,9512062
9701053,9604168
9701053,9601029
9701053,9604052
9701053,9603109
9701053,9512089
9701053,9602052
9711027,9708046
9711027,9308023
9711027,9708008
9711027,9706221
9711027,9708154
9711027,9701154
9711027,9203033
9711027,9610166
9711027,9211021
9711027,9702043
9711027,9710188
9711027,9709030
9711027,9611204
9711027,9610238
9711027,9704169
9711027,9612224
9711027,9609087
9711027,9704013
9711029,9611137
9711029,9704104
9711029,9611190
9711029,9710178
9711029,9703166
9711029,9710046
9711029,9710231
9711029,9705078
9711029,9702201
9711029,9611050
9711029,9607201
9711029,9612121
9711029,9611203
9711029,9710246
9711029,9705221
9711029,9607235
9812007,9809193
9812007,9806125
9812007,9803111
9812007,9803135
9812007,9803131
9812007,9804085
9812007,9805171
9812007,9711200
9812007,9803137
9812007,9204099
9812007,9802150
9812007,9804141
9812007,9811057
9812007,9803263
9812007,9803001
9812007,9808037
9812007,9808117
9812007,9808017
9812007,9811156
9812007,9806021
9812007,9805129
9812007,9704127
9810201,9803119
9810201,9808143
9810201,9806041
9810201,9807164
9810201,9803193
9810201,9609071
9810201,9807080
9810201,9603150
9810201,9601036
9810201,9808182
9810201,9705104
9810201,9704151
9810201,9805131
9810201,9512196
9810201,9805112
9810201,9803167
9810201,9805139
9810201,9301042
9810201,9806159
9810201,9601014
9810201,9803060
9810201,9803109
9810201,9808075
9810201,9808139
9810201,9803086
9810201,9808014
9810201,9803061
9810201,9601108
9810201,9603161
9810201,9803051
9810201,9605184
9810201,9805096
9810201,9603003
9810201,9606122
9810201,9803076
9810201,9711124
9810201,9803039
0105210,0007231
0105210,9908105
0105210,9406217
0105210,0103191
0105210,9811232
0105210,0007048
0105210,9612080
0105210,0001068
0105210,0012199
0105210,0001216
0105210,9906142
0105210,0103152
9811060,9807098
9811060,9806194
9811060,9602052
9811060,9806095
9811060,9808157
9811060,9807150
9811060,9810243
9811060,9804058
9811060,9711200
9811060,9701093
9811060,9604166
9811060,9803171
9811060,9802150
9811060,9803251
9811060,9807033
9811060,9811047
9811060,9804085
9811064,9709013
9811064,9802033
9811064,9805019
9811064,9611230
9811064,9806011
9811064,9808141
9811064,9804160
9811064,9803194
9811064,9810188
9811064,9803142
9811064,9805220
9811064,9807117
9511108,9510225
9511108,9406198
9511108,9510142
9511108,9510079
9511108,9506110
9511108,9207091
9511108,9511030
9511108,9510182
9511108,9505105
9511108,9410167
9511108,9502072
9511108,9504006
9604139,9510086
9604139,9410167
9604139,9602114
9604139,9603161
9604139,9602022
9604139,9601164
9604139,9511098
9604139,9504027
9604139,9603116
9604139,9602052
9604133,9510086
9604133,9510234
9604133,9409111
9604133,9603033
9604133,9602022
9604133,9602010
9604133,9505105
9604133,9410167
9604133,9512181
9604133,9603113
9604133,9512196
9604134,9510097
9604134,9603126
9604134,9602043
9604134,9603061
9604134,9601029
9604134,9511053
9604134,9510134
9604134,9512031
9604134,9601177
9604134,9201059
9604134,9512127
9604134,9504147
9604134,9507090
0004077,9511108
0004077,9803193
0004077,9711067
0004077,9711138
0004077,9711200
0004077,9708103
0004077,9204099
0004077,9807014
0004077,9803061
0004077,9703082
0004077,9807173
0004077,9901050
0004077,9910076
0004077,9904011
0004077,9903046
0004077,9809027
0004077,9812073
0004077,9704142
0004077,9207091
0004077,9601029
0004077,9809065
0004077,9910065
0004077,9801053
0004074,9505074
0004074,9411028
0004074,9805019
0004074,9612146
0004074,9608024
0004074,9509132
0004074,9711200
0004074,9809022
0004074,0003161
0004074,9304037
0004074,9308139
0004074,9808188
0004074,9902059
0004074,9907029
0004074,9806240
0004074,9904133
0004074,9902101
0004074,9908153
0004074,9808035
0004074,9908142
0004074,9804085
0004072,9809027
0004072,9812073
0004072,9809022
0004072,9902059
0004072,9910053
0004072,9712185
0004072,9603069
0004072,9604166
0004072,9806240
0004072,9812239
0004072,9804085
0206216,9611114
0206216,0206104
0206216,9707209
0206216,9707174
0206216,9411210
0206212,0206102
0206212,0204143
0206212,0012080
0206212,0012081
0206212,0204084
0206212,0205179
0206212,0204261
0206212,0205098
0206212,0204204
0206212,0204203
0206212,0010108
0206212,0003221
0206212,0203211
0206212,0011033
0206212,0205003
0206212,9909062
0206212,0205121
0206212,0205085
0206212,0009061
0206212,0204191
0206212,0003122
0206212,0002223
9909134,9905210
9909134,9806087
9909134,0001033
9909134,0002226
9909134,9909058
9909134,9711200
9909134,9904017
9909134,9802150
9909134,9604090
9909134,9909070
9909134,9908175
9909134,9803235
9904071,9806080
9904071,9803214
9904071,9704151
9904071,9808161
9904071,0208020
9904071,9705030
9904071,9604129
9904071,9705044
9904071,9804184
9904071,9805139
9904071,9604178
9904071,9804026
9904073,9809027
9904073,9202061
9904073,9806194
9904073,9705011
9904073,9806104
9904073,9611230
9904073,9806087
9904073,9601029
9904073,9901050
9904073,9809065
9904073,9711200
9904073,9903224
9904073,9702163
9904073,9802150
9904073,9805208
9904073,9903219
9904073,9702202
9904073,9810210
9904073,9803231
9904073,9902166
9904073,9804085
0212055,0208009
0212055,9808141
0212055,0203227
0212055,0107007
0212055,0006240
0212055,0003160
0212055,0101162
0212055,0102085
0212055,0105024
0212055,0108150
0212055,0106027
0212055,9904207
0212055,0105059
0212055,0111208
0212055,0002211
0212055,0201095
0212055,0112169
0212055,0012251
0212055,0106010
0212055,0201136
0212055,0112214
0212055,0008252
0212055,0111129
0212055,0009105
0212055,0201159
0212055,0109182
0212055,0106036
0212055,9805019
0212055,0103085
0212055,0105184
0212055,0105168
0212055,0201015
0212055,0112231
0212055,0201197
0212055,0202151
0212055,0111069
0212055,0102112
0212055,0110136
0212056,0202111
0212056,9811120
0212056,0010048
0212056,0206045
0212056,0203082
0212056,0202109
0212056,9906201
0212056,0112044
0212056,9612229
0212056,0203134
0212056,0211257
0212056,0210234
0212056,0206195
0212056,0206033
0212056,9404063
0212056,0205314
0212056,0202021
0212056,9906194
0212056,0206204
0202017,0104073
0202017,9211021
0202017,0106241
0202017,0112128
0202017,0109004
0202017,9405187
0202017,0111279
0202017,0108187
0202017,0103239
0202017,0102077
0202011,0003180
0202011,0106048
0202011,0109222
0202011,0101109
0202011,0004115
0202011,0005129
0202011,0104133
0202011,0005208
0202011,0003215
0202011,0111208
0202011,0102022
0202011,0004013
0202011,0103069
0202011,0105257
0202011,9903107
0202011,0003145
0202011,0104106
0202011,0006160
0202011,0007131
0202011,0012024
0202011,0008090
0202011,0005272
0202011,0110113
0202011,0110112
0202012,9702107
0202012,9203023
0202012,9905015
0202012,0012178
0202012,9902134
0202012,0008221
0202012,0006028
0202012,9906011
0202012,9301042
0202012,0007067
0202012,9907098
0202012,0102041
9808087,9603074
9808087,9602174
9808087,9407185
9808087,9702094
9808087,9801134
9808087,9708168
9808087,9402044
9808087,9509066
9808087,9704114
9808081,9703031
9808081,9806104
9808081,9702076
9808081,9601029
9808081,9702202
9808081,9708005
9808081,9711200
9808081,9803051
9808081,9204099
9808081,9705011
9808081,9705040
9808081,9804085
9808081,9711160
9808081,9804159
9808081,9808016
9606185,9603061
9606185,9604134
9606185,9603099
9606185,9602043
9606185,9411187
9606185,9512031
9606185,9601177
9606185,9601152
9606185,9604189
9606185,9602064
9606185,9606033
9606185,9604065
9606185,9303060
9606185,9605091
9606185,9604166
9606185,9605051
9606185,9504147
9606185,9605234
9606185,9604089
9606185,9603126
9606185,9603147
9606185,9601029
9606185,9603109
9606185,9602052
0112188,9905111
0112188,9806194
0112188,0111210
0112188,0107189
0112188,0106005
0112188,0111180
0112188,0106129
0112188,0005183
0112188,9711200
0112188,9903224
0112188,0105038
0112188,0012234
0112188,9901122
0112188,0108001
0112188,0109150
0112188,9804085
0112180,9806169
0112180,9709220
0112180,0007011
0112180,0108176
0112180,0005145
0112180,9611042
0112180,9703030
0112180,0003280
0112180,9803209
0112180,0111156
0112180,9705162
0112180,0111121
0112180,9910053
0112180,9910052
0112180,9904095
0112180,9712082
0112180,0103148
0112180,0105023
0112180,0012137
0112180,9710178
0112180,9809100
0112180,0105062
0112180,9712185
0112180,9707228
0112180,9903165
0112180,0106206
0112180,9812239
0112180,0112073
0112187,9707068
0112187,0011023
0112187,0007191
0112187,0011060
0112187,0002159
0112187,9912275
0112187,9807080
0112187,0011193
0112187,0009211
0112187,9704151
0112187,0110109
0112187,0108016
0112187,0107057
0112187,0108101
0112187,0012035
0112187,0011077
0112187,9911161
0112187,0105258
0112187,9809022
0112187,0007170
0112187,9911096
0112187,0010010
0112187,9906242
9809027,9806194
9809027,9806195
9809027,9806104
9809027,9805165
9809027,9802042
9809027,9601029
9809027,9806113
9809027,9711200
9809027,9803231
9809027,9805097
9809027,9802150
9809027,9804111
9809027,9805146
9809027,9804085
9809026,9709013
9809026,9705237
9809026,9608109
9809026,9802168
9809026,9710198
9809026,9612085
9809026,9607020
9809026,9610251
9809026,9801205
9809026,9611230
9809026,9804210
9809026,9603003
9809026,9609017
9809026,9803142
9809026,9805220
9809026,9807117
9809026,9607139
9809026,9805076
9809022,9608024
9809022,9806197
9809022,9807230
9809022,9806240
9809022,9612146
9809022,9808149
9809022,9604089
9809022,9711200
9809022,9806217
9809022,9802150
9809022,9807033
9809022,9808035
9809022,9802042
9809022,9808017
9809022,9808016
9809021,9806194
9809021,9805171
9809021,9806104
9809021,9403137
9809021,9709091
9809021,9601029
9809021,9705078
9809021,9803131
9809021,9711200
9809021,9405171
9809021,9204099
9809021,9704018
9809021,9802150
9809021,9804111
9809021,9806026
9809021,9808016
9809021,9710217
9809021,9808017
9809021,9804085
9901091,9811004
9901091,9807080
9901091,9703166
9901091,9801134
9901091,9711124
9901091,9811201
9901091,9704151
9901091,9810244
9901091,9811230
9901091,9812097
9901091,9805139
9901091,9811139
9901091,9812025
9901091,9711200
9901091,9810201
9901091,9808014
9901095,9806095
9901095,9812087
9901095,9711067
9901095,9711200
9901095,9809213
9901095,9711053
9901095,9807115
0109147,9905111
0109147,9508064
0109147,9806069
0109147,9908088
0109147,9811021
0109147,0004095
0109147,0105016
0109147,9911011
0109147,9912165
0109147,9806051
0109147,9806120
0109147,9712115
0109147,9610151
0109147,0003198
0109147,0011075
0109147,0106155
0109147,0012213
0109147,0001082
0109147,9901045
0109147,9906070
0109147,0004103
0109147,0009183
0109147,9611204
0109147,0102110
0109147,9908142
0002228,9905111
0002228,0002054
0002228,9806051
0002228,9912027
0002228,0001071
0002228,9207091
0002228,9909058
0002228,9803131
0002228,9711200
0002228,9803235
0002228,0001002
0002228,9802150
0002228,0001159
0002228,9803061
0002228,9911240
0002228,9904017
0002226,9907079
0002226,0002091
0002226,9909047
0002226,9905104
0002226,9906201
0002226,9906224
0002226,9804058
0002226,9711200
0002226,9912132
0002226,9904017
0002226,9802150
0002226,9906194
0002226,9804083
0002226,9909134
0002226,9908175
0002226,9911222
0002223,9904207
0002223,9808141
0002223,9911116
0002223,9812135
0002223,9812031
0002223,0002211
0002223,9512062
0002223,9805019
0002223,9512059
0002223,9803194
0002223,9810188
0002223,9602064
0002223,9909062
0002223,9912249
0002223,9908142
0002222,9401139
0002222,9611090
0002222,9204102
0002222,9811131
0002222,9703110
0002222,9903224
0002222,9304026
0002222,9503017
0002222,9609239
0002222,9903053
0002222,9906046
0002222,9706110
0002222,9202011
0002222,9909101
0002222,9707093
0002222,9711013
0002222,9301042
0002222,9904115
0002222,9707192
9801038,9601029
9801038,9410167
9801038,9609176
9801038,9710231
9801038,9611050
9801038,9702201
9801038,9607201
9801038,9705058
9801038,9612121
9801038,9712115
9801038,9712004
9801038,9712072
9801038,9607235
0006251,0001113
0006251,9909199
0006251,0005162
0006251,0001033
0006251,0002091
0006251,0004165
9712202,9603127
9712202,9703211
9712202,9710217
9712202,9709091
9712202,9705107
9712202,9603081
9712202,9709122
9712202,9704018
9712202,9608024
9712202,9711013
9712202,9704134
9712202,9409098
9712202,9706168
9712201,9704041
9712201,9711081
9712201,9710057
9712201,9611042
9712201,9710231
9712201,0101093
9712201,9711078
9712201,9610082
9712201,9712049
9712206,9710198
9712206,9603053
9712206,9308151
9712206,9711012
9712206,9305139
9712206,9707202
9712206,9706132
9810136,9709002
9810136,9806095
9810136,9806161
9810136,9801118
9810136,9810024
9810136,9809076
9810136,9701186
9810136,9809045
9810136,9807115
9810136,9809213
9810136,9710007
9810136,9802150
9810136,9602064
9810136,9711200
9810136,9804115
9810135,9809193
9810135,9808037
9810135,9711200
9810135,9711003
9810135,9804085
9810135,9712221
9810135,9805171
9810135,9710046
9810135,9711138
9810135,9804129
9810135,9705090
9810135,9204099
9810135,9804062
9810135,9803064
9810135,9710217
9810135,9802150
9810135,9802198
9810135,9706071
9810135,9804095
9810135,9809027
9810135,9805014
9810135,9801125
9810135,9705192
9810135,9604052
9810135,9806026
9810135,9805097
9810135,9805146
0209043,0202021
0209043,0203140
0209043,0202179
0209043,0208029
0209043,0203082
0209043,9812062
0209043,0205200
0209043,0207037
0209043,0202109
0209043,9809045
0209043,0206195
0209043,0112044
0209043,0208074
0209043,0205314
0209043,0208114
0209043,0209004
0209043,9809213
0209041,0203211
0209041,0205085
0209041,0205098
0209041,0204143
0209041,0204191
0209041,0205003
0209041,0204084
0209041,0205121
0209041,0204204
0209041,0205179
0209047,0202111
0209047,0208148
0209047,0206103
0209047,0205174
0209047,0204146
0209047,0206221
0209047,0205244
0209047,0206065
0209047,0205321
0209047,9711200
0209047,0112044
0209047,9802150
0209047,0204226
0209047,0202021
0209047,0208178
0209047,0202109
0209047,9803001
0209047,0205048
0209047,0205279
0209047,0205066
0209047,0205089
0209047,0209002
0209047,0206059
0209047,0205311
0209047,0204051
9904063,9803138
9904063,9604139
9904063,9809034
9904063,9602022
9904063,9705205
9904063,9710141
9904063,9812161
9904063,9711200
9904063,9804028
9904063,9712130
9904063,9802150
9904063,9603116
9904063,9707215
9904063,9708003
9904063,9807199
9904063,9802047
9904063,9612121
9904063,9803188
9904063,9703060
9904063,9806085
9904063,9608061
9904063,9708034
9904063,9712004
0303015,0010091
0303015,0210083
0303015,0206087
0303015,0203160
0303015,0302105
0303015,0010279
0303015,9907074
0303015,0211059
0303015,0005067
0303015,0210200
0303015,0107138
0303015,0206108
0303015,0207234
0303015,0302221
0303015,0210088
0303015,0007024
0303015,0105208
0303015,0205074
0303015,0105155
0303015,9908130
0303015,0111179
0303015,0208014
0303015,0112174
0303015,0207278
0303015,0112147
0303015,9805157
0303015,9606139
0303015,9804026
0303015,0202124
0303015,0107166
0303015,0202024
0303015,0201205
0303015,0011073
0303015,0301032
0303015,0206115
0303015,0212177
0303015,0212112
0303015,0008250
0303015,0012156
0303015,0206038
0303015,0107143
0303015,0210219
0303015,0209202
0303015,9804092
0303015,9806080
0303015,0008173
0303015,0203163
0303015,0201037
0303015,0203187
0303015,0201221
0303015,9912204
0303015,0205147
0303015,0208103
0303015,0007090
0303015,9704059
0303015,0003024
0303015,9911021
0303015,0204079
9812159,9806103
9812159,9611050
9812159,9802042
9812159,9702202
9812159,9710116
9812159,9711200
9812159,9601177
9812159,9702163
9812159,9802067
9812159,9808017
9812159,9803103
9506076,9503057
9506076,9503127
9506076,9410167
9506076,9505162
9506076,9408083
9506076,9506037
9506076,9505105
9506076,9401139
9506076,9505073
9506076,9502002
9506076,9501030
9506077,9402044
9506075,9410167
9506075,9505162
9506075,9504047
9506075,9206016
9506075,9505105
9506075,9502072
9506075,9412200
9506075,9505073
9506075,9211121
9506075,9501030
9506075,9209016
9506075,9504006
9912030,9806069
9912030,9908094
9912030,9609212
9912030,9811021
9912030,9812225
9912030,9812224
9912030,9712075
9912030,9712115
9912030,9712004
9912030,9705162
9608117,9604097
9608117,9604139
9608117,9406198
9608117,9603150
9608117,9601036
9608117,9509106
9608117,9508154
9608117,9506126
9608117,9606176
9608117,9512196
9608117,9508094
9608117,9505105
9608117,9607121
9608117,9605150
9608117,9207060
9608117,9504047
9608117,9602022
9608117,9511030
9608117,9603037
9608117,9607201
9608117,9512062
9608117,9410167
9608117,9608024
9608117,9605184
9608117,9501030
9608117,9506076
9608117,9401139
9608117,9606049
9608117,9602114
9608117,9603161
9608117,9601029
9608117,9412184
9608117,9603003
9608117,9607050
9608117,9603108
9608117,9604055
9608117,9603009
0002145,9809022
0002145,9806087
0002145,9601029
0002145,9912001
0002145,9403137
0002145,9711200
0002140,9809034
0002140,9602022
0002140,9705205
0002140,9904063
0002140,9806085
0002140,9710141
0002140,9812161
0002140,9807199
0002140,9906223
0002140,9608061
0002140,9804028
0002140,9604139
0002140,9703060
0002140,9803188
0002140,9911066
0002140,9603116
0002140,9707215
0002149,9702093
0002149,9204102
0002149,9904071
0002149,9703049
0002149,9712028
0002149,9912108
0002149,9806129
0002149,0208020
0002149,9910228
0002149,9705030
0002149,0001212
0002149,9907112
0002149,9711201
0002149,9903145
0002149,9908036
0002149,9602052
9812218,9707079
9812218,9805171
9812218,9802150
9812218,9803051
9812218,9709220
9812218,9802051
9812218,9804058
9812218,9611050
9812218,9707228
9812218,9711200
9812218,9802026
9812218,9806240
9812218,9805136
9812218,9712117
9812218,9802068
9812218,9810123
9812218,9606033
9812218,9808017
9812218,9809022
9812210,9410167
9812210,9508154
9812210,9611050
9812210,9511030
9812210,0208020
9812210,9604041
9812210,9512181
9812210,9804208
9812210,9705162
0107251,0010090
0107251,0104090
0107251,0005006
0107251,0104095
0107251,9912047
0107251,0106048
0107251,0010119
0107251,0010006
0107251,0103256
0107251,0011095
0107251,0007043
0107251,0005204
0107251,0101125
0107251,0008023
0107251,0104017
0107251,0106213
0107251,0007255
0107251,0010251
0107251,0010101
0107251,0007140
0107251,0010060
0107251,0006071
0107251,0103148
0107251,0104143
0107251,0005031
0107251,9802068
0107251,0107121
0107251,0009030
0107251,0010058
0107251,0009038
0107251,0105311
0107251,0009142
0107251,0003160
0107251,0106180
0107251,0011223
0107251,0008092
0107251,0007078
0107251,0101199
0107251,0010016
0107251,0102076
0107251,0010017
0107251,0010221
0302006,0206087
0302006,9901009
0302006,9910228
0302006,0204089
0302006,0009089
0302006,0107138
0302006,0204080
0302006,0007024
0302006,0105155
0302006,0207234
0302006,0008230
0302006,9807011
0302006,9803141
0302006,0107166
0302006,9904092
0302006,0211269
0302006,9808139
0302006,9912208
0302006,9907184
0302006,0206038
0302006,0210219
0302006,9907086
0302006,9804092
0302006,0206115
0302006,9908064
0302006,9208024
0302006,9607057
0302006,9906246
0302006,9908023
9804095,9702199
9804095,9804062
9804095,9610172
9804095,9704195
9804095,9703216
9804095,9711138
9804095,9804019
9804095,9803085
9804095,9803131
9804095,9711200
9804095,9204099
9804095,9803227
9804095,9802150
9804095,9708099
9804095,9804031
9804095,9605234
9804095,9607235
9804097,9707244
9804097,9703072
9804097,9804029
9804097,9604004
9804097,9708122
9804097,9703166
9804097,9708015
9804097,9711030
9804097,9611230
9804097,9804038
9804097,9802067
9804097,9801159
9804097,9704044
9804097,9706109
9804097,9803146
9804097,9606191
9804096,9203033
9804096,9610166
9804096,9211021
9804096,9709030
9804096,9611204
9804096,9205046
9804096,9610238
9804096,9711027
9804096,9612224
9804096,9609087
9804096,9704013
9804092,9603161
9804092,9801058
9804092,9604178
9804092,9701147
9804092,9703157
9804092,9608053
9804092,9608012
9804092,9606176
9804092,9607041
9804092,9803168
9804092,9701162
9804092,9803141
9804092,9701165
9804092,9607057
9804092,9611186
9804092,9602022
9804092,9604129
9804092,9602114
9804092,9706158
9804092,9606148
9804092,9702061
9804092,9605184
9804092,9804026
9804092,9704059
9804092,9706211
9804092,9606122
9804092,9803214
9801110,9707068
9801110,9707087
9801110,9602052
9801110,9601037
9801110,9603127
9801110,9603081
9801110,9612192
9801110,9705130
9801110,9611050
9801110,9702201
9801110,9604091
9801110,9701088
9801110,9608024
9801110,9605032
9801116,9701152
9801116,9603126
9801116,9205027
9801116,9703156
9801116,9602043
9801116,9411187
9801116,9702103
9801116,9603090
9801116,9606193
9801116,9601029
9801116,9607235
9801116,9608015
9801116,9412184
9801116,9410167
9801116,9512031
9801116,9201029
9801116,9509160
9801116,9507090
9801116,9612105
9801116,9504147
9801116,9609204
9801118,9709002
9801118,9611159
9801118,9610148
9801118,9611050
9801118,9701186
9801118,9512062
9801118,9710007
9801118,9602064
9801118,9612080
9807199,9602022
9807199,9705205
9807199,9703060
9807199,9206026
9807199,9710141
9807199,9711127
9807199,9604139
9807199,9711055
9807199,9712059
9807199,9612008
0111222,0109065
0111222,0109064
0111222,9905111
0111222,9704089
0111222,9307085
0111222,0001138
0111222,0107119
0111222,9804085
0111222,9301068
0111222,9711200
0111222,9303046
0111222,9802150
0111222,0004072
0111222,9705221
0111222,0008088
0111222,9704195
0111222,9907100
